ID,时间,分类,类型,金额,币种,账户1,账户2,备注,已报销,关联账单
qj164831888805516456,2022/3/27 2:21,做饭,支出,39,CNY,微信,,,,
qj164831890816016017,2022/3/27 2:21,做饭,支出,18.6,CNY,微信,,,,
qj164831892716515942,2022/3/27 2:22,零食,支出,10.9,CNY,微信,,1.5L王老吉,,
qj164837663429614883,2022/3/27 18:23,做饭,支出,0.9,CNY,微信,,面粉，3.8一斤,,
qj164837664259716220,2022/3/27 18:24,其它,支出,1,CNY,微信,,打火机,,
qj164865333856511810,2022/3/27 23:15,利息,收入,0.05,CNY,微信,,,,
qj164847275273110764,2022/3/28 21:05,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164847275378714185,2022/3/28 21:05,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164847276335417944,2022/3/28 21:06,做饭,支出,3.8,CNY,微信,,米,,
qj164847277418917694,2022/3/28 21:06,做饭,支出,7.2,CNY,微信,,肉卷,,
qj164847278028911536,2022/3/28 21:06,三餐,支出,5,CNY,微信,,,,
qj164865327094118319,2022/3/28 23:14,其它,支出,13.6,CNY,微信,,枕头(腰靠),,
qj164856998051210974,2022/3/29 0:06,零食,支出,20.5,CNY,微信,,,,
qj164851937716316691,2022/3/29 10:02,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164851937836816343,2022/3/29 10:02,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164851938088716452,2022/3/29 10:03,三餐,支出,5,CNY,微信,,,,
qj164852476579911023,2022/3/29 11:32,党费,支出,15,CNY,微信,,2022.1-2022.3,,
qj164856997212119143,2022/3/29 11:32,做饭,支出,6,CNY,微信,,,,
qj164865274735910246,2022/3/30 23:05,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164865274872315256,2022/3/30 23:05,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164865275223914056,2022/3/30 23:05,三餐,支出,5,CNY,现金,,,,
qj164865275550216606,2022/3/30 23:05,做饭,支出,13,CNY,邮政储蓄,,,,
qj164873295260319566,2022/3/31 21:22,三餐,支出,7,CNY,邮政储蓄,,,,
qj164873295733514555,2022/3/31 21:22,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164873295938319488,2022/3/31 21:22,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164873296609110340,2022/3/31 21:22,做饭,支出,4.2,CNY,邮政储蓄,,,,
qj164873296922112550,2022/3/31 21:22,做饭,支出,7.5,CNY,邮政储蓄,,,,
qj164874186818214636,2022/3/31 23:51,交通,支出,135,CNY,邮政储蓄,,,,
qj164874187120011415,2022/3/31 23:51,交通,支出,100,CNY,邮政储蓄,,,,
qj164874187488810192,2022/3/31 23:51,理发,支出,25,CNY,邮政储蓄,,,,
qj164877981470015361,2022/4/1 10:23,交通,支出,6,CNY,邮政储蓄,,,,
qj164877981735014613,2022/4/1 10:23,交通,支出,6,CNY,邮政储蓄,,,,
qj164877981946311261,2022/4/1 10:23,三餐,支出,2.5,CNY,微信,,,,
qj164880123642213622,2022/4/1 16:20,三餐,支出,6.9,CNY,邮政储蓄,,,,
qj164881731583617510,2022/4/1 20:48,零食,支出,6.1,CNY,邮政储蓄,,,,
qj164881793189511057,2022/4/1 20:58,交通,支出,0.99,CNY,邮政储蓄,,4月月票,,
qj164881798546316162,2022/4/1 20:59,三餐,支出,8.6,CNY,邮政储蓄,,,,
qj164881798715017846,2022/4/1 20:59,三餐,支出,2,CNY,邮政储蓄,,,,
qj164881819725611218,2022/4/1 21:03,零食,支出,3.5,CNY,邮政储蓄,,,,
qj164887737544018916,2022/4/2 13:29,三餐,支出,14,CNY,邮政储蓄,,,,
qj164887737737614498,2022/4/2 13:29,三餐,支出,6.5,CNY,邮政储蓄,,,,
qj164889500498211140,2022/4/2 18:23,三餐,支出,14,CNY,邮政储蓄,,,,
qj164890931544114582,2022/4/2 22:21,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164890934271917927,2022/4/2 22:22,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164897380747318528,2022/4/3 16:16,住房,支出,1205,CNY,微信,,4月房租网费，3月水电热水,,
qj164897383873116023,2022/4/3 16:17,其它,转账,205,CNY,邮政储蓄,微信,,,
qj164898403202716588,2022/4/3 19:07,日用品,支出,41.5,CNY,支付宝,,垃圾袋400个,,
qj164900315125416503,2022/4/4 0:25,其它,收入,5,CNY,支付宝,,之前买袋子的退款,,
qj164904327082816471,2022/4/4 11:34,医疗,支出,32.66,CNY,邮政储蓄,,归湖核酸,,
qj164908261489118975,2022/4/4 22:30,饮料,支出,10,CNY,邮政储蓄,,,,
qj164909250644216754,2022/4/5 1:14,医疗,支出,20,CNY,支付宝,,100个口罩,,
qj164917026166015988,2022/4/5 22:51,饮料,支出,12,CNY,邮政储蓄,,,,
qj164917030421115927,2022/4/5 22:51,交通,支出,6.3,CNY,邮政储蓄,,,,
qj165168141398912308,2022/4/5 22:51,其它,收入,1000,CNY,邮政储蓄,,M给的,,
qj164920327882710968,2022/4/6 8:01,做饭,支出,3.9,CNY,邮政储蓄,,米,,
qj164926248417710763,2022/4/6 12:28,三餐,支出,12,CNY,邮政储蓄,,,,
qj164926248785818200,2022/4/6 12:28,饮料,支出,4.5,CNY,邮政储蓄,,,,
qj164926250035319986,2022/4/6 12:28,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164923526129616467,2022/4/6 16:54,三餐,支出,13.4,CNY,邮政储蓄,,,,
qj164926248300011439,2022/4/6 16:54,三餐,支出,10,CNY,邮政储蓄,,,,
qj164926249804718339,2022/4/6 16:54,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164933736459519939,2022/4/7 21:15,工资,收入,4500,CNY,招商储蓄,,,,
qj164933738980010180,2022/4/7 21:16,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164933739119013044,2022/4/7 21:16,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164933740195310826,2022/4/7 21:16,零食,支出,19,CNY,邮政储蓄,,,,
qj164933746511715645,2022/4/7 21:17,其它,转账,1000,CNY,招商储蓄,邮政储蓄,,,
qj164937771157311027,2022/4/8 8:28,其它,转账,1000,CNY,招商储蓄,邮政储蓄,,,
qj164937778328618868,2022/4/8 8:29,其它,转账,1000,CNY,邮政储蓄,微信,,,
qj164939759706316489,2022/4/8 13:59,运动,支出,100,CNY,邮政储蓄,,减肥大赛,,
qj164950343885315396,2022/4/8 19:23,做饭,支出,8.4,CNY,邮政储蓄,,,,
qj164950344541710192,2022/4/8 19:24,做饭,支出,6,CNY,邮政储蓄,,,,
qj164950348231116984,2022/4/8 19:24,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164950348444114665,2022/4/8 19:24,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164950344897318960,2022/4/9 19:24,三餐,支出,6,CNY,邮政储蓄,,,,
qj164950347314114718,2022/4/9 19:24,交通,支出,6.3,CNY,邮政储蓄,,,,
qj164950347425512040,2022/4/9 19:24,交通,支出,6.3,CNY,邮政储蓄,,,,
qj164950349968316594,2022/4/9 19:24,其它,转账,1000,CNY,招商储蓄,邮政储蓄,,,
qj164951893342115971,2022/4/9 23:42,三餐,支出,18,CNY,邮政储蓄,,,,
qj164951893715811146,2022/4/9 23:42,饮料,支出,5.9,CNY,邮政储蓄,,,,
qj164957509340016517,2022/4/10 15:18,快递,支出,9,CNY,邮政储蓄,,,,
qj164957980374114528,2022/4/10 16:36,做饭,支出,22.8,CNY,支付宝,,饭盒,,
qj164958290389016038,2022/4/10 17:28,饮料,支出,3.5,CNY,邮政储蓄,,,,
qj164959835599318282,2022/4/10 21:45,三餐,支出,94.6,CNY,邮政储蓄,,,,
qj164959837832716956,2022/4/10 21:46,其它,转账,95,CNY,邮政储蓄,微信,,,
qj164959839378519390,2022/4/10 21:46,衣服鞋,支出,40,CNY,邮政储蓄,,优衣库袜子*2,,
qj164959842494310991,2022/4/10 21:47,交通,支出,3.6,CNY,邮政储蓄,,,,
qj164959842707414103,2022/4/10 21:47,交通,支出,3.6,CNY,邮政储蓄,,,,
qj164959956121016996,2022/4/10 22:06,做饭,支出,3.5,CNY,微信,,番茄,,
qj164963367579711845,2022/4/11 7:34,其它,转账,1500,CNY,招商储蓄,邮政储蓄,,,
qj164966463035719958,2022/4/11 16:10,三餐,支出,4.5,CNY,微信,,,,
qj164966585316116053,2022/4/11 16:30,零食,支出,5.5,CNY,微信,,,,
qj164968967877410481,2022/4/11 23:07,三餐,支出,17,CNY,微信,,,,
qj164968968870513997,2022/4/11 23:08,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164968969023211082,2022/4/11 23:08,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164973504179110328,2022/4/11 23:08,做饭,支出,3.5,CNY,微信,,,,
qj164973504612910036,2022/4/11 23:44,三餐,支出,40.5,CNY,微信,,,,
qj164973511315011721,2022/4/12 11:45,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164975321337617378,2022/4/12 16:46,三餐,支出,12.9,CNY,微信,,,,
qj164976206220710048,2022/4/12 19:14,做饭,支出,8,CNY,微信,,,,
qj164976206863110109,2022/4/12 19:14,做饭,支出,3.9,CNY,邮政储蓄,,,,
qj164976207627513869,2022/4/12 19:14,水果,支出,5.3,CNY,邮政储蓄,,,,
qj165002310237110612,2022/4/12 19:45,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164986568415515085,2022/4/13 0:01,做饭,支出,8.5,CNY,邮政储蓄,,,,
qj164986568808816433,2022/4/13 0:01,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164986568979111565,2022/4/13 0:01,交通,支出,5.4,CNY,邮政储蓄,,,,
qj164989522557219028,2022/4/14 8:13,话费网费,支出,50,CNY,邮政储蓄,,,,
qj165002294175116519,2022/4/14 19:42,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165002294375719233,2022/4/14 19:42,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165002303206010141,2022/4/14 19:43,三餐,支出,16,CNY,邮政储蓄,,,,
qj165002293050415434,2022/4/15 19:42,做饭,支出,7,CNY,邮政储蓄,,,,
qj165002293318719435,2022/4/15 19:42,做饭,支出,2.6,CNY,邮政储蓄,,,,
qj165002294565515534,2022/4/15 19:42,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165002294665915094,2022/4/15 19:42,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165008123077210435,2022/4/16 11:53,做饭,支出,3.4,CNY,邮政储蓄,,,,
qj165008123293217403,2022/4/16 11:53,零食,支出,17,CNY,邮政储蓄,,,,
qj165008123796816550,2022/4/16 11:53,饮料,支出,4.5,CNY,邮政储蓄,,,,
qj165011304234219847,2022/4/16 20:44,三餐,支出,21.6,CNY,邮政储蓄,,,,
qj165020199542615660,2022/4/17 21:26,做饭,支出,20,CNY,邮政储蓄,,13瘦肉，7肚肉,,
qj165020200032810085,2022/4/17 21:26,三餐,支出,5,CNY,邮政储蓄,,,,
qj165037166764313607,2022/4/17 21:26,做饭,支出,37.3,CNY,邮政储蓄,,,,
qj165025989712712588,2022/4/18 13:31,三餐,支出,9.5,CNY,邮政储蓄,,,,
qj165025990267115627,2022/4/18 13:31,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165025990372317352,2022/4/18 13:31,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165027046718311856,2022/4/18 16:27,三餐,支出,9,CNY,邮政储蓄,,,,
qj165028847383411485,2022/4/18 21:27,饮料,支出,4.9,CNY,邮政储蓄,,,,
qj165028849051418027,2022/4/18 21:28,做饭,支出,4.5,CNY,邮政储蓄,,,,
qj165037156333912305,2022/4/19 20:32,交通,支出,1.5,CNY,邮政储蓄,,,,
qj165037156716313383,2022/4/19 20:32,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165037156810711276,2022/4/19 20:32,交通,支出,4.5,CNY,邮政储蓄,,,,
qj165037362511114139,2022/4/19 21:07,做饭,支出,2,CNY,邮政储蓄,,,,
qj165054952771113576,2022/4/20 21:58,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165054953026015384,2022/4/20 21:58,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165054954539716369,2022/4/20 21:59,三餐,支出,16.4,CNY,邮政储蓄,,,,
qj165054953523010680,2022/4/21 21:58,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165054953761119040,2022/4/21 21:58,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165054955014212409,2022/4/21 21:59,做饭,支出,2,CNY,邮政储蓄,,,,
qj165054955369817679,2022/4/21 21:59,做饭,支出,13,CNY,邮政储蓄,,,,
qj165069259123815572,2022/4/22 13:43,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165069259245716282,2022/4/22 13:43,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165069242961319531,2022/4/23 13:40,三餐,支出,6,CNY,邮政储蓄,,,,
qj165069243178418288,2022/4/23 13:40,三餐,支出,18,CNY,邮政储蓄,,,,
qj165071685809918693,2022/4/23 20:27,做饭,支出,9.1,CNY,邮政储蓄,,,,
qj165071686056412585,2022/4/23 20:27,三餐,支出,15,CNY,邮政储蓄,,,,
qj165071686458213143,2022/4/23 20:27,饮料,支出,3.5,CNY,邮政储蓄,,,,
qj165078950383915337,2022/4/24 16:38,三餐,支出,13.4,CNY,邮政储蓄,,,,
qj165078950853917896,2022/4/24 16:38,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165078950983212259,2022/4/24 16:38,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165080731466115203,2022/4/24 21:35,做饭,支出,13,CNY,邮政储蓄,,,,
qj165080732467517725,2022/4/24 21:35,做饭,支出,11.1,CNY,邮政储蓄,,,,
qj165084871132314944,2022/4/25 9:05,三餐,支出,6,CNY,邮政储蓄,,,,
qj165084871565311821,2022/4/25 9:05,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165084871693419542,2022/4/25 9:05,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165089788149013536,2022/4/25 22:44,饮料,支出,16.8,CNY,邮政储蓄,,冬瓜茶250ml*24,,
qj165089789523810040,2022/4/25 22:44,三餐,支出,21.6,CNY,邮政储蓄,,面包,,
qj165089790617110789,2022/4/25 22:45,三餐,支出,18.8,CNY,邮政储蓄,,豆奶粉,,
qj165089791541516891,2022/4/25 22:45,日用品,支出,17.8,CNY,邮政储蓄,,电蚊香,,
qj165089798877417947,2022/4/25 22:46,交通,支出,135,CNY,支付宝,,五一回家高铁票，,,
qj165089800453114629,2022/4/25 22:46,外快,收入,750,CNY,微信,,剩余订单,,
qj165096220257516306,2022/4/26 16:36,三餐,支出,10.4,CNY,微信,,,,
qj165096221023718134,2022/4/26 16:36,零食,支出,5.5,CNY,微信,,,,
qj165098329930611072,2022/4/26 22:28,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165098330225714315,2022/4/26 22:28,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165098330577216559,2022/4/26 22:28,做饭,支出,15,CNY,微信,,,,
qj165098332913814815,2022/4/26 22:28,做饭,支出,4.1,CNY,微信,,,,
qj165098333844710442,2022/4/26 22:28,水果,支出,4.8,CNY,微信,,,,
qj165114989944117749,2022/4/27 20:44,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165114990091612205,2022/4/27 20:45,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165114990573312227,2022/4/28 20:45,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165114990791415775,2022/4/28 20:45,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165115210341915364,2022/4/28 21:21,理发,支出,25,CNY,微信,,,,
qj165115210734017452,2022/4/28 21:21,三餐,支出,12,CNY,微信,,,,
qj165115265850313785,2022/4/28 21:30,饮料,支出,3.5,CNY,微信,,,,
qj165119911678711934,2022/4/29 10:25,三餐,支出,6,CNY,微信,,,,
qj165185298010017732,2022/4/29 12:03,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165120597173514918,2022/4/29 12:19,三餐,支出,16,CNY,微信,,,,
qj165185297735411459,2022/4/29 12:19,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165147982454213997,2022/5/2 16:23,交通,支出,0.99,CNY,邮政储蓄,,,,
qj165150651509713328,2022/5/2 23:48,交通,支出,135,CNY,微信,,,,
qj165150652004517315,2022/5/2 23:48,三餐,支出,20,CNY,微信,,,,
qj165154607730716811,2022/5/3 10:47,医疗,支出,27.66,CNY,微信,,归湖核酸,,
qj165154702355011674,2022/5/3 11:03,住房,支出,1215,CNY,邮政储蓄,,5月份房租,,
qj165157120382119925,2022/5/3 17:46,零食,支出,54,CNY,支付宝,,,,
qj165184790920016836,2022/5/4 22:38,交通,支出,6.3,CNY,邮政储蓄,,,,
qj165168143640616416,2022/5/5 0:23,其它,转账,2000,CNY,邮政储蓄,支付宝,,,
qj165168155349811268,2022/5/5 0:25,其它,转账,100,CNY,邮政储蓄,基金,招商产业债券C,,
qj165168156129212896,2022/5/5 0:26,其它,转账,100,CNY,邮政储蓄,基金,汇添富中证新能源汽车产业指数A,,
qj165168156303914978,2022/5/5 0:26,其它,转账,100,CNY,邮政储蓄,基金,富国中证新能源汽车产业指数A,,
qj165168171270411655,2022/5/5 0:28,其它,转账,100,CNY,支付宝,基金,招商白酒指数A,,
qj165172370608417998,2022/5/5 12:08,三餐,支出,18,CNY,微信,,,,
qj165173967331815256,2022/5/5 16:34,三餐,支出,12,CNY,微信,,,,
qj165184791582815585,2022/5/5 22:38,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165176281178314993,2022/5/5 23:00,做饭,支出,12,CNY,微信,,,,
qj165176281488912749,2022/5/5 23:00,做饭,支出,1.5,CNY,微信,,,,
qj165184791476912649,2022/5/5 23:00,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165182637279616375,2022/5/6 16:39,三餐,支出,16.5,CNY,微信,,,,
qj165184792078817818,2022/5/6 22:38,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165184792231712629,2022/5/6 22:38,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165184792729512681,2022/5/6 22:38,做饭,支出,2.1,CNY,微信,,,,
qj165184981113717215,2022/5/6 23:10,日用品,支出,8.8,CNY,支付宝,,电蚊香,,
qj165185047753115011,2022/5/6 23:21,利息,收入,0.81,CNY,支付宝,,,,
qj165188742497019541,2022/5/7 9:37,三餐,支出,4,CNY,微信,,,,
qj165188743199418622,2022/5/7 9:37,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165188743548714158,2022/5/7 9:37,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165192846689414726,2022/5/7 21:01,三餐,支出,9,CNY,微信,,,,
qj165192848336511491,2022/5/7 21:01,做饭,支出,5.3,CNY,微信,,,,
qj165192850771717585,2022/5/7 21:01,三餐,支出,21.6,CNY,微信,,达利园软面包*2,,
qj165192851593716062,2022/5/7 21:01,做饭,支出,8,CNY,微信,,,,
qj165192852106516586,2022/5/7 21:02,做饭,支出,5,CNY,微信,,,,
qj165200924067118128,2022/5/8 19:27,做饭,支出,14,CNY,微信,,,,
qj165200924381219890,2022/5/8 19:27,做饭,支出,26,CNY,微信,,,,
qj165200924582015181,2022/5/8 19:27,三餐,支出,18,CNY,微信,,,,
qj165208613362710682,2022/5/9 16:48,工资,收入,4640,CNY,招商储蓄,,,,
qj165208617487714475,2022/5/9 16:49,其它,转账,1000,CNY,招商储蓄,邮政储蓄,,,
qj165208785855817167,2022/5/9 17:17,零食,支出,12,CNY,微信,,,,
qj165210638938113635,2022/5/9 22:26,水果,支出,3.7,CNY,微信,,两根蕉,,
qj165210640840210448,2022/5/9 22:26,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165210640981419079,2022/5/9 22:26,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165210727966313303,2022/5/9 22:41,零食,支出,7,CNY,微信,,,,
qj165217808699418745,2022/5/10 18:21,三餐,支出,16.5,CNY,微信,,,,
qj165217809217413297,2022/5/10 18:21,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165217809318214353,2022/5/10 18:21,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165218039935511369,2022/5/10 18:59,三餐,支出,19.79,CNY,邮政储蓄,,,,
qj165218916300319067,2022/5/10 21:26,其它,转账,1000,CNY,招商储蓄,邮政储蓄,,,
qj165218927611910589,2022/5/10 21:27,其它,转账,100,CNY,支付宝,基金,招商产业债券C,,
qj165226249538710903,2022/5/11 17:48,零食,支出,7.92,CNY,微信,,,,
qj165226250954512443,2022/5/11 17:48,其它,收入,0.24,CNY,微信,,,,
qj165226252087512542,2022/5/11 17:48,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165226252210216261,2022/5/11 17:48,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165227928672512814,2022/5/11 22:28,做饭,支出,1.8,CNY,微信,,,,
qj165227929085113083,2022/5/11 22:28,零食,支出,14,CNY,微信,,,,
qj165233391534319523,2022/5/11 22:28,其它,转账,1000,CNY,招商储蓄,邮政储蓄,,,
qj165231561753518140,2022/5/12 8:33,其它,转账,1000,CNY,招商储蓄,邮政储蓄,,,
qj165236702143713131,2022/5/12 22:50,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165236702358514080,2022/5/12 22:50,交通,支出,4.5,CNY,邮政储蓄,,,,
qj165236706173617671,2022/5/12 22:51,交通,支出,2,CNY,微信,,,,
qj165254439385015746,2022/5/12 22:51,三餐,支出,21,CNY,微信,,,,
qj165254444519910293,2022/5/13 0:07,其它,转账,640.02,CNY,招商储蓄,邮政储蓄,,,
qj165240397540710010,2022/5/13 9:06,三餐,支出,6,CNY,微信,,,,
qj165240397827710161,2022/5/13 9:06,三餐,支出,2.5,CNY,微信,,,,
qj165241558862216242,2022/5/13 12:19,三餐,支出,18,CNY,微信,,,,
qj165245162245410528,2022/5/13 22:20,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165245163337215755,2022/5/13 22:20,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165245163587011902,2022/5/13 22:20,三餐,支出,19,CNY,微信,,,,
qj165254410312211939,2022/5/14 0:01,三餐,支出,201.84,CNY,邮政储蓄,,,,
qj165254413213911369,2022/5/14 0:02,娱乐,支出,99,CNY,微信,,,,
qj165254414221414833,2022/5/14 0:02,三餐,支出,10,CNY,微信,,,,
qj165254414848516161,2022/5/14 0:02,三餐,支出,15,CNY,微信,,,,
qj165254415600211122,2022/5/14 0:02,饮料,支出,40,CNY,邮政储蓄,,,,
qj165254416303813485,2022/5/14 0:02,交通,支出,3,CNY,微信,,,,
qj165254418038311601,2022/5/14 0:03,交通,支出,6.3,CNY,邮政储蓄,,,,
qj165254418133812568,2022/5/14 0:03,交通,支出,6.3,CNY,邮政储蓄,,,,
qj165249455125219024,2022/5/14 10:15,三餐,支出,7,CNY,微信,,,,
qj165254408754914457,2022/5/14 10:15,交通,支出,3,CNY,微信,,,,
qj165254412220414124,2022/5/14 10:15,饮料,支出,11,CNY,微信,,,,
qj165254429989415115,2022/5/14 10:15,利息,收入,0.15,CNY,微信,,,,
qj165258512269211897,2022/5/15 11:25,三餐,支出,7,CNY,微信,,,,
qj165259946443619778,2022/5/15 15:24,衣服鞋,支出,239.7,CNY,邮政储蓄,,迪卡侬，2短袖69.9，短裤99.9,,
qj165260106099116207,2022/5/15 15:51,衣服鞋,支出,79,CNY,邮政储蓄,,优衣库短裤,,
qj165262765733115062,2022/5/15 23:14,日用品,支出,39.9,CNY,邮政储蓄,,蓝月亮3L洗衣液,,
qj165262767592012475,2022/5/15 23:14,三餐,支出,9.9,CNY,邮政储蓄,,达利园软面包,,
qj165262770301713732,2022/5/15 23:15,做饭,支出,5.2,CNY,邮政储蓄,,,,
qj165262771761910180,2022/5/15 23:15,三餐,支出,18,CNY,邮政储蓄,,,,
qj165262775397917833,2022/5/15 23:15,交通,支出,4,CNY,微信,,,,
qj165262782795611388,2022/5/15 23:17,交通,支出,3.6,CNY,邮政储蓄,,,,
qj165262782943518062,2022/5/15 23:17,交通,支出,2.7,CNY,邮政储蓄,,,,
qj165262789109413491,2022/5/15 23:18,做饭,支出,10,CNY,邮政储蓄,,,,
qj165262789325918022,2022/5/15 23:18,做饭,支出,15,CNY,邮政储蓄,,,,
qj165271586460013614,2022/5/16 23:44,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165271586680416376,2022/5/16 23:44,交通,支出,5.4,CNY,邮政储蓄,,,,
qj165271587498110278,2022/5/16 23:44,三餐,支出,10,CNY,邮政储蓄,,,,
qj165271588749210901,2022/5/16 23:44,三餐,支出,11.4,CNY,邮政储蓄,,,,
qj165271594416512816,2022/5/16 23:45,其它,转账,15,CNY,邮政储蓄,微信,,,
